lexeme,stem,class,regular,last,last2,last3,last4,first,first2,first3,first4
tender,tend,er-ie,0,d,n,e,t,t,e,n,d
tener,ten,er-g,0,n,e,t,,t,e,n,
torcer,torz,er-ue,0,z,r,o,t,t,o,r,z
toser,tos,er-regular,1,s,o,t,,t,o,s,
traducir,traduz,ir-z-zc,0,z,u,d,a,t,r,a,d
traer,tra,er-g,0,a,r,t,,t,r,a,
transcribir,transcrib,ir-db-t,0,b,i,r,c,t,r,a,n
transcurrir,transcuR,ir-regular,1,R,u,c,s,t,r,a,n
transferir,transfer,ir-ie,0,r,e,f,s,t,r,a,n
transmitir,transmit,ir-regular,1,t,i,m,s,t,r,a,n
traslucir,trasluz,ir-z-zc,0,z,u,l,s,t,r,a,s
tupir,tup,ir-regular,1,p,u,t,,t,u,p,
ungir,unj,ir-regular,1,j,n,u,,u,n,j,
urdir,urd,ir-regular,1,d,r,u,,u,r,d,
urgir,urj,ir-regular,1,j,r,u,,u,r,j,
valer,bal,er-g,0,l,a,b,,b,a,l,
vencer,benz,er-regular,1,z,n,e,b,b,e,n,z
vender,bend,er-regular,1,d,n,e,b,b,e,n,d
venir,ben,ir-g,0,n,e,b,,b,e,n,
verter,bert,er-ie,0,t,r,e,b,b,e,r,t
vestir,best,ir-e-i,0,t,s,e,b,b,e,s,t
vivir,bib,ir-regular,1,b,i,b,,b,i,b,
volver,bolb,er-ue,0,b,l,o,b,b,o,l,b
yacer,Laz,er-z-zc,0,z,a,L,,L,a,z,
zurcir,zurz,ir-regular,1,z,r,u,z,z,u,r,z
